GI	Eco_Ctrl1	Eco_Ctrl2	Eco_Exp1	Eco_Exp2
b2450	0	1	1	0
b2451	0	0	0	0
b2452	0	0	0	0
b2453	0	0	0	0
b2454	0	0	1	0
b2455	0	0	0	0
b2456	0	0	0	0
b2457	0	0	0	0
b2458	0	0	1	0
b2459	0	0	1	0
b2460	0	0	0	0
b2461	0	0	0	0
b2462	0	0	0	0
b2463	3	1	23	7
b2464	4	1	5	1
b2465	32	7	2	3
b2466	0	0	25	4
b2467	0	0	12	2
b2468	0	0	1	0
b2469	0	0	5	2
b2470	0	0	0	1
b2471	1	1	3	4
b2472	1	0	5	4
b2473	0	2	6	1
b2474	1	0	2	0
b2475	1	2	9	2
b2476	31	9	138	24
b2477	70	26	236	67
b2478	34	14	162	45
b2479	2	0	5	1
b2480	5	0	18	2
b2481	0	0	0	0
b2482	0	0	0	0
b2483	0	0	0	0
b2484	0	0	0	0
b2485	0	0	0	0
b2486	0	0	0	0
b2487	0	0	0	0
b2488	0	0	0	0
b2489	1	0	0	0
b2490	0	0	0	0
b2491	0	0	0	0
b2492	0	0	0	0
b2493	5	2	6	2
b2494	3	0	10	1
b2495	0	0	10	3
b2496	2	1	6	1
b2497	1	0	4	0
b2498	20	4	132	51
b2499	44	13	77	34
b2500	3	2	7	4
b2501	2	0	6	2
b2502	2	0	2	1
b2503	1	0	0	0
b2504	0	0	3	0
b2505	0	0	0	0
b2506	0	0	0	0
b2507	18	7	51	10
b2508	83	41	227	79
b2509	1	0	6	3
b2510	1	0	1	0
b2511	9	4	53	14
b2512	21	6	82	21
b2513	11	2	30	12
b2514	30	16	115	32
b2515	8	2	21	8
b2516	3	0	8	6
b2517	17	4	23	5
b2518	18	1	94	21
b2519	1	0	1	1
b2520	4	3	21	8
b2521	3	1	12	6
b2522	0	0	1	0
b2523	2	1	14	8
b2524	0	0	5	0
b2525	0	0	6	1
b2526	8	1	19	7
b2527	3	1	19	3
b2528	15	4	88	28
b2529	14	4	80	16
b2530	33	25	238	83
b2531	40	22	458	116
b2532	17	6	44	11
b2533	31	12	97	12
b2534	0	0	1	0
b2535	0	0	1	0
b2536	3	2	13	6
b2537	1	0	3	1
b2538	0	0	2	3
b2539	0	0	1	0
b2540	0	0	1	0
b2541	1	0	1	1
b2542	0	0	0	0
b2543	0	0	0	0
b2544	0	0	2	1
b2545	0	0	5	0
b2546	1	0	0	0
b2547	2	0	0	0
b2548	0	0	0	0
b2549	0	0	0	0
b2550	0	0	3	2
b2551	157	47	269	111
b2552	1	0	22	4
b2553	1	2	7	2
b2554	1	0	0	0
b2555	0	0	4	0
b2556	2	1	5	3
b2557	22	6	45	16
b2558	0	0	0	1
b2559	1	1	6	1
b2560	2	0	1	0
b2561	0	0	2	3
b2562	1	0	5	3
b2563	1	0	2	1
b2564	2	0	20	2
b2565	3	0	5	0
b2566	7	3	11	4
b2567	3	6	9	4
b2568	3	2	28	4
b2569	64	18	102	33
b2570	1	1	4	0
b2571	0	3	21	4
b2572	24	3	76	33
b2573	4	2	22	3
b2574	0	1	1	1
b2575	1	0	4	0
b2576	3	3	9	2
b2577	1	0	2	0
b2578	0	0	2	0
b2579	4	2	23	6
b2580	1	0	3	1
b2581	13	5	37	14
b2582	8	1	56	15
b2583	0	0	1	0
b2584	3	3	6	1
b2585	4	3	18	6
b2586	0	0	1	0
b2587	70	22	154	48
b2592	80	19	210	75
b2593	5	1	12	2
b2594	1	1	7	2
b2595	2	2	10	4
b2597	2	1	4	0
b2598	1	1	6	2
b2599	7	3	16	7
b2600	151	42	215	102
b2601	213	71	216	88
b2602	0	0	0	0
b2603	1	1	3	1
b2604	0	0	0	0
b2605	0	0	1	0
b2606	182	59	299	114
b2607	360	114	761	310
b2608	532	123	834	401
b2609	38	14	115	32
b2610	34	20	117	24
b2611	5	1	2	1
b2614	8	3	33	15
b2615	4	0	9	3
b2616	2	0	2	0
b2617	10	11	73	21
b2618	1	0	2	0
b2619	9	3	27	6
b2620	3	0	6	1
b2622	0	1	1	0
b2623	0	0	1	0
b2624	0	0	0	0
b2625	0	0	0	0
b2626	0	0	0	0
b2627	0	0	0	1
b2628	0	0	0	0
b2629	0	0	0	0
b2630	6	1	5	0
b2631	3	0	4	2
b2632	0	0	0	0
b2633	0	1	0	0
b2634	0	0	0	0
b2635	0	0	0	0
b2636	0	0	0	0
b2637	0	0	0	0
b2638	0	0	0	0
b2641	1	0	1	0
b2642	0	0	0	0
b2643	0	0	0	0
b2644	0	0	0	0
b2645	0	0	0	0
b2646	0	0	0	0
b2647	1	0	2	1
b2648	0	0	0	0
b2649	0	0	0	0
b2650	0	0	0	0
b2659	1	0	1	0
b2660	0	0	0	0
b2661	2	5	5	2
b2662	0	2	5	3
b2663	1	1	1	1
b2664	3	0	8	2
b2665	4	2	5	1
b2666	0	0	1	0
b2667	0	0	2	0
b2668	0	0	0	0
b2669	0	1	10	2
b2670	2	6	181	39
b2671	4	0	5	1
b2672	1	0	1	0
b2673	19	7	18	7
b2674	43	24	18	9
b2675	16	0	13	1
b2676	0	1	1	0
b2677	1	1	0	1
b2678	2	2	1	0
b2679	0	0	0	1
b2681	0	0	0	0
b2682	0	0	1	1
b2683	0	0	1	0
b2684	1	0	7	0
b2685	0	0	2	0
b2686	2	0	1	0
b2687	14	3	27	3
b2688	10	6	27	5
b2689	0	0	3	1
b2690	1	1	8	0
b2696	3	1	31	6
b2697	27	9	95	29
b2698	0	0	1	0
b2699	33	8	135	19
b2700	1	2	7	5
b2701	0	1	11	6
b2702	0	0	0	0
b2703	0	0	0	0
b2704	0	0	0	0
b2705	0	0	0	0
b2706	0	0	0	0
b2707	0	0	2	0
b2708	0	0	2	0
b2709	1	0	9	6
b2710	1	0	1	1
b2711	0	0	0	0
b2712	0	0	1	0
b2713	0	0	0	0
b2714	0	0	11	5
b2715	0	0	1	0
b2716	0	0	2	0
b2717	1	0	19	5
b2718	0	0	16	5
b2719	0	0	13	9
b2720	0	0	3	8
b2721	2	0	160	33
b2722	0	0	0	0
b2723	0	0	0	0
b2724	0	0	0	0
b2725	0	0	0	0
b2726	0	0	0	0
b2727	0	0	0	0
b2728	0	0	0	0
b2729	1	0	0	0
b2730	0	1	0	0
b2731	0	0	1	0
b2732	0	0	0	0
b2733	10	1	1	0
b2734	0	0	0	0
b2735	1	0	1	1
b2736	0	0	0	0
b2737	0	0	0	0
b2738	0	0	0	0
b2739	0	0	0	0
b2740	0	0	0	0
b2741	184	62	181	45
b2742	47	17	120	49
b2743	1	0	4	1
b2744	1	0	5	1
b2745	0	0	5	3
b2746	3	1	4	1
b2747	0	2	4	0
b2748	4	1	7	6
b2749	0	1	0	0
b2750	3	3	17	5
b2751	21	8	134	36
b2752	8	0	78	36
b2753	0	0	0	1
b2754	0	0	1	0
b2755	0	0	1	1
b2756	0	0	1	0
b2757	0	0	0	0
b2758	0	0	0	0
b2759	0	0	0	0
b2760	0	0	0	0
b2761	0	0	1	0
b2762	2	1	35	13
b2763	1	0	42	17
b2764	2	0	30	5
b2765	2	3	4	1
b2766	0	0	0	1
b2767	0	0	0	1
b2768	0	0	0	0
b2769	0	0	0	0
b2770	0	0	0	0
b2771	0	0	1	1
b2774	0	0	0	0
b2775	0	0	0	0
b2776	0	0	1	1
b2777	1	3	8	1
b2778	0	0	0	0
b2779	124	47	273	98
b2780	25	6	101	24
b2781	0	0	5	0
b2782	1	2	4	0
b2783	0	2	2	0
b2784	3	1	14	2
b2785	5	3	17	5
b2786	0	0	5	0
b2787	0	0	1	1
b2788	0	0	1	0
b2789	0	0	0	0
b2790	0	1	8	4
b2791	1	0	1	0
b2792	0	0	0	0
b2793	0	0	1	0
b2794	1	2	4	0
b2795	3	1	11	2
b2796	1	0	2	0
b2797	0	0	2	0
b2798	0	0	2	0
b2799	1	0	3	3
b2800	0	0	2	0
b2801	0	0	0	0
b2802	0	0	1	0
b2803	0	0	4	1
b2804	0	1	2	3
b2805	0	0	2	0
b2806	0	3	5	3
b2807	3	3	12	2
b2808	0	1	7	1
b2809	0	0	3	3
b2810	4	0	12	0
b2811	1	0	1	2
b2812	3	5	9	2
b2813	4	5	11	6
b2817	1	0	10	3
b2818	2	1	26	4
b2819	2	1	6	3
b2820	0	1	3	0
b2821	5	2	10	5
b2822	2	0	13	8
b2823	0	0	0	1
b2824	0	0	0	0
b2825	0	0	1	0
b2826	0	0	0	0
b2827	0	2	3	0
b2828	4	0	9	2
b2829	4	3	24	8
b2830	4	2	5	5
b2831	2	1	4	0
b2832	4	1	17	5
b2833	1	0	9	0
b2834	5	5	20	7
b2835	0	1	3	4
b2836	0	0	6	1
b2837	1	1	5	1
b2838	1	1	2	2
b2839	0	0	0	1
b2840	2	0	8	0
b2841	2	1	2	3
b2842	0	0	1	0
b2843	0	0	0	0
b2844	1	0	7	3
b2845	1	0	0	0
b2846	0	0	0	0
b2847	0	0	0	0
b2848	0	0	0	0
b2849	0	0	0	0
b2850	0	0	0	0
b2851	0	0	0	0
b2852	0	0	0	0
b2853	0	0	0	0
b2854	0	0	0	0
b2855	0	0	0	0
b2856	0	0	0	0
b2858	0	0	0	0
b2859	0	0	0	0
b2860	0	0	1	1
b2861	0	0	0	0
b2862	0	0	0	0
b2863	0	0	0	0
b2865	2	0	10	1
b2866	0	0	0	0
b2867	0	0	0	1
b2868	0	0	1	0
b2869	0	0	1	0
b2870	0	0	0	0
b2871	0	0	1	0
b2872	0	0	0	0
b2873	0	0	0	0
b2874	0	0	1	0
b2875	0	0	1	0
b2876	1	1	1	0
b2877	0	0	0	0
b2878	0	0	0	0
b2879	0	0	0	0
b2880	0	0	0	0
b2881	0	0	1	0
b2882	0	0	0	0
b2883	0	0	0	0
b2886	0	0	0	1
b2887	0	1	2	0
b2888	0	0	0	0
b2889	1	0	0	0
b2890	14	5	45	6
b2891	35	10	110	31
b2892	11	2	23	10
b2893	4	1	6	4
b2894	8	1	19	11
b2895	7	1	38	14
b2896	5	4	10	6
b2897	3	3	16	5
b2898	11	4	40	14
b2899	1	1	13	2
b2900	1	0	9	1
b2901	2	1	15	8
b2902	0	0	0	0
b2903	2	0	9	4
b2904	1	0	9	3
b2905	3	2	18	3
b2906	0	1	2	1
b2907	10	5	10	5
b2908	3	3	11	5
b2909	3	1	23	5
b2910	1	0	11	2
b2912	0	0	6	1
b2913	73	35	241	97
b2914	8	1	28	12
b2915	0	0	0	0
b2916	0	2	13	4
b2917	0	0	1	0
b2918	0	0	0	0
b2919	0	0	0	0
b2920	0	0	1	0
b2921	0	1	0	0
b2922	4	1	11	3
b2923	0	0	3	1
b2924	27	10	44	15
b2925	15	5	46	10
b2926	30	14	84	16
b2927	6	5	21	5
b2928	1	1	4	1
b2929	0	0	4	3
b2930	0	0	0	1
b2933	0	0	1	0
b2934	0	0	0	0
b2935	16	7	68	25
b2936	1	0	12	2
b2937	5	2	17	5
b2938	23	5	76	25
b2939	0	0	8	0
b2940	0	0	0	0
b2941	0	0	0	0
b2942	29	16	156	50
b2943	2	1	10	1
b2944	0	0	0	0
b2945	0	0	0	0
b2946	5	2	7	2
b2947	7	2	22	7
b2948	10	4	24	5
b2949	6	1	7	2
b2950	0	0	1	0
b2951	4	0	4	4
b2952	9	2	15	7
b2953	1	1	13	2
b2954	3	0	4	0
b2955	2	0	5	0
b2956	0	0	0	0
b2957	0	0	3	0
b2958	6	3	11	1
b2959	6	6	30	10
b2960	12	2	34	14
b2961	1	0	5	3
b2962	0	0	4	2
b2963	0	1	6	0
b2964	1	5	17	1
b2965	3	0	10	2
b2966	0	0	0	0
b2968	0	0	0	0
b2969	1	0	0	0
b2970	0	0	0	0
b2971	0	0	0	0
b2972	1	0	1	0
b2975	0	0	2	0
b2976	2	1	0	1
b2977	0	0	0	0
b2979	0	0	0	0
b2980	4	2	1	0
b2981	0	0	0	0
b2982	4	0	2	0
b2983	0	0	0	0
b2984	0	0	0	0
b2985	0	0	0	0
b2986	0	0	0	0
b2987	1	1	0	0
b2988	4	3	13	2
b2989	3	1	10	2
b2990	2	0	1	1
b2991	0	0	1	0
b2992	1	0	1	1
b2993	1	0	3	0
b2994	0	0	3	1
b2995	0	0	0	1
b2996	0	0	0	0
b2997	1	0	1	0
b2998	0	0	0	1
b3001	2	1	0	1
b3002	3	1	20	5
b3003	1	0	1	1
b3005	56	18	112	38
b3006	159	50	256	104
b3008	4	0	35	8
b3009	8	4	20	5
b3010	0	0	0	0
b3011	5	0	6	6
b3012	2	0	0	0
b3013	0	0	0	0
b3014	0	0	0	0
b3017	5	0	13	5
b3018	2	1	4	3
b3019	4	2	23	5
b3020	0	0	3	0
b3021	0	0	9	3
b3022	2	1	19	2
b3023	1	0	0	0
b3024	2	0	3	0
b3025	3	0	0	2
b3026	0	0	1	1
b3027	0	0	0	0
b3028	6	1	5	3
b3029	1	0	10	4
b3030	9	2	27	5
b3031	2	0	8	4
b3032	14	7	23	11
b3033	7	0	19	9
b3034	0	0	5	2
b3035	19	15	79	16
b3036	1	0	5	1
b3037	2	2	12	5
b3038	3	1	4	5
b3039	0	1	4	1
b3040	6	2	6	3
b3041	10	3	33	8
b3042	1	1	1	0
b3043	0	0	0	0
b3044	0	0	0	0
b3045	1	1	0	0
b3046	0	0	0	0
b3047	0	0	0	0
b3048	0	0	0	0
b3049	1	1	1	0
b3050	0	0	0	0
b3051	0	0	0	0
b3052	10	1	44	15
b3053	4	1	11	4
b3054	6	4	8	8
b3055	2	0	7	2
b3056	4	1	15	10
b3057	1	0	13	7
b3058	1	0	4	2
b3059	1	0	4	2
b3060	0	0	0	1
b3061	0	0	0	0
b3062	0	0	0	0
b3063	0	0	0	0
b3064	8	7	37	22
b3065	101	32	369	96
b3066	13	5	36	13
b3067	36	13	68	26
b3068	0	0	2	3
b3070	11	6	8	10
b3071	0	0	1	1
b3072	0	0	1	0
b3073	15	5	5	2
b3074	0	0	0	0
b3075	0	0	0	0
b3076	0	0	0	0
b3077	0	0	0	0
b3078	0	0	0	0
b3079	0	0	0	0
b3080	0	1	0	0
b3081	0	0	0	0
b3082	1	0	4	0
b3083	0	0	1	1
b3084	7	1	12	1
b3085	0	0	0	3
b3086	0	1	0	0
b3087	0	1	5	0
b3088	0	0	3	1
b3089	31	17	89	28
b3090	0	0	1	1
b3091	2	2	48	15
b3092	3	1	103	31
b3093	0	0	16	4
b3094	7	3	16	1
b3095	3	0	9	7
b3096	0	0	0	1
b3097	3	0	3	2
b3098	3	0	2	1
b3099	3	0	17	5
b3100	5	1	11	5
b3101	0	0	0	1
b3102	1	0	1	0
b3103	1	1	4	2
b3104	0	0	0	0
b3105	2	1	11	2
b3106	0	0	2	0
b3107	0	0	3	3
b3110	0	0	0	0
b3113	0	1	0	0
b3114	0	0	0	1
b3115	0	0	0	0
b3116	1	0	2	0
b3117	0	0	0	0
b3118	1	0	0	0
b3119	0	0	0	0
b3120	0	0	0	0
b3121	0	0	0	0
b3124	1	0	2	0
b3125	0	0	1	1
b3126	0	0	0	0
b3127	0	0	0	0
b3128	0	0	2	2
b3129	0	0	7	2
b3130	0	1	2	1
b3131	5	2	15	6
b3132	0	0	0	0
b3133	0	0	1	0
b3134	0	0	2	0
b3135	0	0	0	0
b3136	0	0	0	0
b3137	0	0	1	0
b3138	0	0	0	0
b3139	0	0	0	0
b3140	0	0	0	0
b3141	0	0	0	0
b3142	0	0	0	0
b3143	0	0	0	0
b3144	0	0	2	0
b3145	0	0	0	0
b3146	0	0	4	0
b3147	3	1	9	3
b3148	0	0	1	0
b3149	3	2	9	3
b3150	2	1	10	6
b3151	1	3	12	5
b3152	1	1	0	0
b3153	0	0	0	0
b3154	1	0	1	2
b3155	1	1	4	0
b3156	16	3	38	12
b3157	10	0	44	8
b3158	0	0	0	0
b3159	0	0	0	0
b3160	1	0	2	0
b3161	3	1	5	1
b3162	196	90	182	53
b3163	100	20	239	54
b3164	109	32	256	95
b3165	51	17	267	61
b3166	4	1	6	0
b3167	4	2	9	1
b3168	97	25	155	35
b3169	123	27	208	72
b3170	39	9	76	23
b3172	9	6	36	10
b3173	0	0	0	0
b3175	17	3	124	20
b3176	14	8	50	26
b3177	1	0	12	3
b3178	98	25	230	99
b3179	10	5	15	6
b3180	8	1	45	9
b3181	20	4	31	8
b3182	1	0	3	2
b3183	94	42	178	63
b3184	60	11	98	53
b3185	214	75	353	113
b3186	290	111	460	193
b3187	12	7	47	8
b3188	0	0	0	0
b3189	14	5	71	22
b3190	4	2	15	3
b3191	3	1	9	5
b3192	7	3	29	6
b3193	7	2	22	12
b3194	15	7	37	22
b3195	29	7	55	23
b3196	4	1	11	1
b3197	2	0	20	5
b3198	3	2	18	6
b3199	2	1	7	4
b3200	3	3	29	12
b3201	2	5	20	2
b3202	7	0	28	5
b3203	1	0	6	1
b3204	6	2	11	3
b3205	2	3	4	0
b3206	0	0	0	0
b3207	11	4	54	11
b3208	0	0	1	0
b3209	1	2	4	2
b3210	7	1	6	3
b3211	0	0	0	0
b3212	47	5	94	36
b3213	16	2	34	8
b3214	1	0	0	0
b3215	0	0	0	0
b3216	0	0	0	0
b3218	0	0	0	0
b3219	1	0	0	0
b3220	0	0	2	0
b3221	0	0	0	0
b3222	0	0	1	2
b3223	0	0	0	1
b3224	0	0	1	0
b3225	0	0	1	0
b3226	2	0	5	2
b3227	0	0	1	0
b3228	19	7	50	12
b3229	14	5	73	14
b3230	212	60	661	159
b3231	161	43	538	103
b3232	1	0	4	2
b3233	6	3	31	11
b3234	2	1	2	1
b3235	6	1	11	2
b3236	61	10	250	75
b3237	2	0	15	3
b3238	1	0	0	0
b3239	1	0	1	0
b3240	1	0	2	0
b3241	0	0	1	0
b3242	0	0	0	0
b3243	1	2	2	1
b3244	2	3	21	7
b3247	1	0	7	3
b3248	2	0	3	0
b3249	0	1	3	1
b3250	3	3	2	2
b3251	21	7	127	35
b3252	2	0	9	4
b3253	3	1	17	4
b3255	6	3	34	10
b3256	12	5	56	17
b3257	1	1	2	0
b3258	5	2	3	2
b3259	4	1	3	2
b3260	272	135	419	173
b3261	46	21	104	29
b3262	0	0	3	1
b3263	0	0	0	0
b3264	0	0	0	0
b3265	0	0	0	0
b3266	1	2	2	0
b3267	0	0	4	2
b3268	0	0	1	0
b3269	0	0	0	0
b3270	0	0	0	0
b3271	0	0	0	2
b3279	3	0	17	3
b3280	2	1	3	1
b3281	1	0	4	4
b3282	1	0	3	0
b3283	1	0	8	1
b3284	7	3	19	11
b3287	7	2	24	11
b3288	6	2	13	6
b3289	0	0	3	0
b3290	2	0	3	2
b3291	6	2	13	1
b3292	0	2	4	1
b3293	3	0	5	1
b3294	92	20	269	67
b3295	505	124	1000	236
b3296	242	53	646	140
b3297	141	32	462	122
b3298	137	36	404	93
b3299	8	1	17	4
b3300	233	56	560	134
b3301	184	36	381	137
b3302	111	25	125	69
b3303	141	35	357	94
b3304	84	27	242	57
b3305	163	42	355	98
b3306	90	35	326	45
b3307	141	37	385	105
b3308	475	116	1509	385
b3309	195	58	815	163
b3310	341	75	1207	321
b3311	61	19	185	33
b3312	89	25	215	49
b3313	162	60	238	61
b3314	299	70	524	154
b3315	150	32	415	80
b3316	58	12	105	34
b3317	385	88	696	228
b3318	105	29	322	86
b3319	511	125	1024	333
b3320	453	123	1030	348
b3321	188	50	424	112
b3322	0	0	0	1
b3323	0	0	0	0
b3324	0	0	0	0
b3325	0	0	0	0
b3326	0	0	0	0
b3327	0	0	0	0
b3328	0	0	0	0
b3329	0	0	0	0
b3330	0	0	0	0
b3331	0	0	0	0
b3332	0	0	1	0
b3333	0	0	0	0
b3334	0	0	0	0
b3335	0	0	0	0
b3336	1	0	1	0
b3337	3	3	1	0
b3338	0	0	0	0
b3339	310	131	969	312
b3340	535	134	1419	446
b3341	263	75	825	200
b3342	56	22	183	39
b3343	1	0	1	0
b3344	0	0	0	0
b3345	1	0	1	1
b3346	0	2	5	1
b3347	13	2	50	11
b3348	0	0	8	0
b3349	68	27	127	45
b3350	0	1	5	3
b3351	1	0	0	0
b3352	3	2	11	4
b3353	0	0	0	0
b3354	0	0	0	1
b3355	0	0	1	0
b3356	3	0	11	3
b3357	21	7	100	27
b3358	1	0	3	1
b3359	2	0	4	3
b3360	0	0	4	0
b3361	1	0	1	0
b3362	0	0	0	0
b3363	0	1	5	3
b3364	10	2	6	2
b3365	0	0	2	0
b3366	0	0	0	0
b3367	0	0	1	0
b3368	9	1	28	7
b3369	0	0	0	0
b3370	0	0	0	0
b3371	0	1	0	0
b3374	1	0	1	0
b3375	0	0	1	0
b3376	0	0	0	1
b3377	0	0	0	0
b3378	0	0	0	0
b3379	0	0	0	0
b3380	0	0	0	0
b3381	0	0	0	0
b3382	0	1	1	0
b3383	2	1	1	0
b3384	16	4	43	9
b3385	2	0	16	3
b3386	2	2	15	2
b3387	1	0	3	1
b3388	8	2	30	11
b3389	18	12	52	18
b3390	20	3	50	17
b3391	1	0	0	0
b3392	1	0	0	0
b3393	0	0	0	0
b3394	0	0	0	0
b3395	0	0	3	1
b3396	12	3	38	10
b3397	0	1	31	5
b3398	0	0	6	4
b3399	0	1	9	2
b3400	0	0	3	1
b3401	3	0	9	5
b3402	0	0	2	0
b3403	5	3	24	11
b3404	0	0	4	0
b3405	7	7	24	13
b3406	0	0	1	0
b3407	2	1	13	2
b3408	2	0	2	2
b3409	11	4	36	10
b3410	0	1	2	0
b3411	1	0	2	2
b3412	4	3	8	5
b3413	5	0	8	3
b3414	36	18	109	28
b3415	5	1	19	3
b3416	1	0	2	0
b3417	1	0	3	1
b3418	1	3	4	0
b3421	2	2	4	1
b3422	0	0	1	0
b3423	0	0	2	2
b3424	1	1	9	2
b3425	0	0	8	3
b3426	5	2	380	116
b3427	0	0	1	0
b3428	5	6	16	8
b3429	9	1	19	3
b3430	3	0	7	2
b3431	1	2	10	7
b3432	2	2	18	3
b3433	25	6	58	27
b3434	1	0	6	4
b3437	0	0	3	0
b3438	1	1	10	1
b3439	2	1	3	3
b3440	3	2	16	1
b3441	0	0	0	0
b3442	0	0	0	0
b3443	0	0	0	0
b3444	0	0	1	0
b3445	0	0	0	0
b3446	0	0	0	0
b3447	2	0	0	0
b3448	1	0	0	0
b3449	2	2	5	2
b3450	0	0	3	1
b3451	0	0	0	0
b3452	0	0	0	0
b3453	0	0	2	3
b3454	2	0	2	2
b3455	2	0	1	1
b3456	6	3	9	2
b3457	4	0	3	0
b3458	4	1	8	3
b3459	0	0	1	0
b3460	10	6	11	6
b3461	50	13	115	48
b3462	11	3	14	8
b3463	10	3	25	14
b3464	10	2	55	9
b3465	2	1	7	1
b3466	0	0	1	0
b3467	1	0	3	3
b3468	6	0	17	4
b3469	2	0	2	0
b3470	0	1	11	2
b3471	2	1	9	1
b3472	7	1	28	10
b3473	0	0	2	1
b3474	0	0	0	0
b3475	2	0	15	5
b3476	0	0	0	0
b3477	0	0	0	0
b3478	0	0	0	0
b3479	0	0	0	0
b3480	0	0	0	1
b3481	0	0	3	0
b3482	0	0	0	0
b3483	0	0	0	0
b3484	0	0	0	0
b3485	1	0	1	0
b3486	1	0	3	1
b3487	3	0	10	2
b3488	0	0	0	0
b3491	0	1	1	0
b3492	5	0	4	2
b3493	46	11	119	40
b3494	0	0	1	0
b3495	30	4	116	36
b3496	0	0	2	1
b3497	4	0	5	2
b3498	12	0	14	10
b3499	1	0	7	2
b3500	5	6	26	5
b3501	0	0	3	2
b3502	0	0	1	0
b3503	0	0	0	0
b3504	0	0	0	0
b3505	0	0	2	0
b3506	0	1	1	0
b3507	0	0	0	0
b3508	0	0	0	0
b3509	3	0	3	0
b3510	2	0	4	0
b3511	1	0	1	0
b3512	0	0	0	0
b3513	0	0	0	0
b3514	0	0	3	1
b3515	0	1	0	0
b3516	0	0	1	0
b3517	2	0	3	2
b3518	0	0	0	0
b3519	2	2	3	1
b3520	0	0	0	0
b3521	0	0	0	0
b3522	0	0	1	1
b3523	14	2	20	5
b3524	3	1	0	0
b3525	0	0	0	0
b3526	2	1	10	3
b3527	1	2	6	2
b3528	0	1	10	3
b3529	1	0	2	1
b3530	3	1	3	0
b3531	0	0	0	0
b3532	0	0	2	0
b3533	0	0	0	0
b3534	1	0	0	0
b3535	0	0	0	0
b3536	2	2	6	1
b3537	0	0	0	0
b3538	0	0	0	0
b3539	1	0	2	0
b3540	0	0	1	0
b3541	0	1	0	1
b3542	1	0	1	1
b3543	1	1	4	0
b3544	20	5	82	21
b3546	2	0	1	2
b3547	1	0	0	0
b3548	1	0	1	0
b3549	0	0	2	3
b3550	1	0	1	0
b3551	4	3	6	4
b3552	2	0	17	1
b3553	10	4	31	8
b3554	7	4	32	6
b3555	2	0	0	0
b3556	169	62	480	69
b3557	2	0	0	0
b3558	0	0	0	0
b3559	26	4	60	18
b3560	22	8	40	29
b3561	0	0	0	0
b3562	0	0	2	0
b3563	0	0	0	1
b3564	0	1	4	0
b3565	0	0	3	2
b3566	0	0	0	0
b3567	0	0	0	0
b3568	1	1	1	0
b3569	1	0	1	1
b3570	9	4	17	1
b3571	1	0	0	0
b3572	7	1	6	2
b3573	0	1	0	0
b3574	0	0	5	0
b3575	0	0	0	0
b3576	0	0	0	0
b3577	0	0	0	0
b3578	0	0	0	0
b3579	0	0	0	0
b3580	0	0	2	0
b3581	0	0	0	0
b3582	0	0	0	0
b3583	0	0	0	0
b3584	0	0	3	1
b3585	2	0	0	0
b3586	0	0	0	0
b3587	0	0	0	0
b3588	0	0	0	0
b3589	0	0	0	0
b3590	0	0	10	1
b3591	3	1	3	4
b3592	4	2	2	0
b3593	3	1	0	0
b3594	0	0	0	0
b3595	0	0	0	0
b3596	0	0	0	0
b3597	0	0	0	0
b3598	1	0	2	0
b3599	0	0	9	0
b3600	3	0	8	2
b3601	3	0	14	3
b3602	7	1	12	7
b3603	0	1	4	0
b3604	0	0	1	0
b3605	2	0	8	3
b3606	0	0	4	3
b3607	3	1	24	5
b3608	6	1	17	7
b3609	7	2	24	6
b3610	6	0	16	3
b3611	8	3	19	8
b3612	44	22	111	45
b3613	7	1	3	5
b3614	0	0	0	0
b3615	0	0	0	0
b3616	4	1	6	0
b3617	2	0	20	8
b3618	0	0	1	0
b3619	23	4	56	11
b3620	3	1	8	7
b3621	0	0	3	1
b3622	0	0	0	0
b3623	0	0	1	0
b3624	2	0	2	0
b3625	0	0	3	1
b3626	0	0	4	1
b3627	1	0	0	1
b3628	0	0	8	1
b3629	0	0	2	0
b3630	3	0	4	1
b3631	4	1	2	0
b3632	2	1	14	0
b3633	6	0	5	7
b3634	0	1	3	0
b3635	0	0	0	0
b3636	19	5	95	26
b3637	49	24	143	28
b3638	0	0	4	0
b3639	3	2	25	8
b3640	10	2	55	11
b3641	1	0	4	3
b3642	3	0	5	1
b3643	13	4	52	25
b3644	10	4	59	18
b3645	1	0	4	0
b3646	1	0	0	1
b3647	0	0	3	0
b3648	17	2	31	10
b3649	30	9	79	36
b3650	4	0	32	4
b3651	0	1	0	1
b3652	0	0	0	1
b3653	5	1	28	11
b3654	11	2	21	4
b3655	8	3	14	8
b3656	0	1	0	0
b3657	0	0	0	0
b3659	1	0	0	0
b3660	0	0	2	0
b3661	1	0	8	1
b3662	2	2	1	2
b3663	1	1	4	1
b3664	0	0	0	0
b3665	0	0	2	0
b3666	0	0	1	0
b3667	0	0	1	0
b3668	6	6	10	7
b3669	11	8	30	25
b3670	0	0	2	0
b3671	2	3	41	13
b3672	57	36	142	110
b3673	4	2	2	2
b3674	0	0	0	0
b3675	0	0	0	0
b3676	0	0	5	1
b3677	0	0	0	0
b3678	0	0	0	0
b3679	0	0	1	0
b3680	0	0	0	0
b3681	0	0	0	0
b3682	0	0	0	0
b3683	0	0	0	0
b3684	0	0	0	0
b3685	1	0	4	1
b3686	0	0	3	0
b3687	0	0	4	1
b3688	0	2	9	3
b3689	2	1	5	4
